"Latitude","Longitude"
37.7263854167,-122.427563
37.7232913077,-122.4323516154
37.7199093846,-122.429021
37.7181385455,-122.4360230909
37.7138642667,-122.4395932
37.7113278261,-122.432077087
37.7173081724,-122.4184938966
37.7105051429,-122.4208181429
37.7094264545,-122.4163876364
37.7044283636,-122.415295
37.7131399167,-122.4123915833
37.7114098,-122.4063171333
37.7226960526,-122.4105424211
37.73419255,-122.420209
37.737591,-122.421551
37.7373654,-122.42986705
37.7436317895,-122.4206835263
37.7455220833,-122.426613
37.7515346154,-122.4230991538
37.7493867273,-122.4294077273
37.7542650833,-122.43042475
37.7596462143,-122.431283
37.7597634615,-122.4368796923
37.7589932632,-122.4440541579
37.7647842941,-122.4406308824
37.7652067647,-122.4460407059
37.7654723571,-122.4507659286
37.7704584545,-122.4475959091
37.7698051951,-122.4730206098
37.7638338333,-122.4598342778
37.7585294815,-122.4558948148
37.7678859167,-122.43144775
37.7651558462,-122.4299527692
37.7695572,-122.43895645
37.7748651111,-122.4379758889
37.778322,-122.4387057
37.7814268462,-122.4382272308
37.7850854286,-122.4350854286
37.7834468889,-122.4295522222
37.7797746923,-122.4291408462
37.7830964444,-122.4225794444
37.78745275,-122.4233173333
37.7854665714,-122.4198751429
37.785702625,-122.416533
37.7831439,-122.4158068
37.784141,-122.412849375
37.7857339,-122.4119478
37.7870404,-122.4122101
37.7886901111,-122.4128045556
37.7830692308,-122.4110338462
37.7796994737,-122.4109093684
37.7769507692,-122.4085371538
37.782115625,-122.4018235
37.7872891905,-122.3936962857
37.78442025,-122.330981
37.7796522353,-122.4181412353
37.787914375,-122.418912
37.790887,-122.4194251818
37.7905751429,-122.4141762857
37.7931774545,-122.4134418182
37.7946578,-122.4095359
37.7935043333,-122.4061948333
37.7956791,-122.4050811
37.7996886,-122.39929405
37.7903160625,-122.40492925
37.7910867778,-122.4099162222
37.792539,-122.4270766364
37.7941523,-122.4244947
37.7947514545,-122.4200297273
37.7983609091,-122.4207440909
37.7962788182,-122.4148352727
